Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA20,SMA50,Signal
2021-02-16 00:00:00-05:00,37.36494862426867,37.42971672038336,36.300947588907746,36.74967956542969,6170952,0.0,0.0,,,0
2021-02-17 00:00:00-05:00,36.47211849424699,36.99486622184002,36.36571872998002,36.666412353515625,3593819,0.0,0.0,,,0
2021-02-18 00:00:00-05:00,36.41660158472613,37.253924721343346,36.16216693532122,36.865333557128906,3027174,0.0,0.0,,,0
2021-02-19 00:00:00-05:00,37.314062039192024,37.61938640383292,37.02724334209282,37.36494827270508,3269853,0.0,0.0,,,0
2021-02-22 00:00:00-05:00,37.318689326522765,37.92470728669253,36.795941647618704,37.36494827270508,5745968,0.0,0.0,,,0
2021-02-23 00:00:00-05:00,37.00874504295222,37.41584191737211,35.634795703121306,37.26780700683594,5043975,0.0,0.0,,,0
2021-02-24 00:00:00-05:00,37.37420608600527,37.89695381020772,37.19841441536055,37.79055404663086,3969676,0.0,0.0,,,0
2021-02-25 00:00:00-05:00,37.471347700080116,37.74891179430491,36.532248710301964,36.86070251464844,5594047,0.0,0.0,,,0
2021-02-26 00:00:00-05:00,37.323311522876494,38.48446105131977,37.008736108264124,37.503726959228516,6943776,0.0,0.0,,,0
2021-03-01 00:00:00-05:00,37.50835744134312,38.60011517120596,37.50835744134312,38.438201904296875,4621753,0.0,0.0,,,0
2021-03-02 00:00:00-05:00,38.396561886367834,38.66024758158212,37.998716218512854,38.26240539550781,2937205,0.0,0.0,,,0
2021-03-03 00:00:00-05:00,38.43356565596125,38.93781100571173,38.18375836498361,38.67412185668945,5848564,0.0,0.0,,,0
2021-03-04 00:00:00-05:00,38.59085763599121,39.0442133149357,37.67489170545974,38.304039001464844,5422791,0.0,0.0,,,0
2021-03-05 00:00:00-05:00,38.79903508607982,39.640985440604425,38.56772992884401,39.48369598388672,6930557,0.0,0.0,,,0
2021-03-08 00:00:00-05:00,39.74738194249375,40.103589000507,39.29402275713956,39.3726692199707,6884981,0.0,0.0,,,0
2021-03-09 00:00:00-05:00,39.82601992730899,40.6448371593191,39.78438479872065,40.01106262207031,4318897,0.0,0.0,,,0
2021-03-10 00:00:00-05:00,40.21462083510473,40.76050144475329,40.13135055751958,40.56157684326172,4408866,0.0,0.0,,,0
2021-03-11 00:00:00-05:00,40.70961424752431,41.3896478681048,40.70961424752431,40.996429443359375,7447286,0.0,0.0,,,0
2021-03-12 00:00:00-05:00,40.950163195300945,41.098198053827254,40.55231755450999,41.08894348144531,2858088,0.0,0.0,,,0
2021-03-15 00:00:00-04:00,41.0519427211025,41.32025573086974,40.81138646970988,41.311004638671875,5621472,0.0,0.0,38.546913146972656,,0
2021-03-16 00:00:00-04:00,41.4035219907072,41.53767848258041,40.82988817623089,41.209224700927734,5880329,0.0,0.0,38.76989040374756,,0
2021-03-17 00:00:00-04:00,41.07044093876633,42.333362770425296,40.769743938169285,42.22696304321289,6162468,0.0,0.0,39.04791793823242,,0
2021-03-18 00:00:00-04:00,41.84763232307908,41.84763232307908,40.732745102093375,40.760501861572266,6201731,0.0,0.0,39.24267635345459,,0
2021-03-19 00:00:00-04:00,40.580079654906235,41.06119213806278,40.501436669980365,40.53844451904297,7791772,0.0,0.0,39.40135116577149,,0
2021-03-22 00:00:00-04:00,40.44592432352001,40.83914274128588,40.21461916708238,40.40891647338867,6212385,0.0,0.0,39.55354957580566,,0
