Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,AnnualDiv,DividendYield,SMA20,SMA50,Signal
2025-06-18 00:00:00+09:00,244970.46944726165,251456.44929006085,244471.5479208925,245968.3125,4081001,0.0,0.0,0.0,2279.0,0.9265421130211641,219044.14765625,197588.8928125,-1
2025-06-19 00:00:00+09:00,246467.23367632116,249460.76283028457,241478.01841971546,245469.390625,2317796,0.0,0.0,0.0,2279.0,0.9284253300166434,221257.571875,198621.676875,-1
2025-06-20 00:00:00+09:00,248462.92722519455,256445.671875,246966.16260335603,256445.671875,3597877,0.0,0.0,0.0,2279.0,0.8886872542387297,224094.5140625,200121.005625,-1
2025-06-23 00:00:00+09:00,251955.36443280347,262432.71622109826,247963.99232297688,258940.265625,3398736,0.0,0.0,0.0,2279.0,0.8801257674233143,227235.47265625,202016.8496875,-1
2025-06-24 00:00:00+09:00,269417.6155745063,282389.5748429084,268918.6940641831,277899.28125,5436312,0.0,0.0,0.0,2279.0,0.8200812861944025,231169.99609375,204198.245625,-1
2025-06-25 00:00:00+09:00,288376.65428321675,290871.26201923075,283387.4388111888,285383.125,5466598,0.0,0.0,0.0,2279.0,0.7985755990302511,235329.30546875,206618.9628125,-1
2025-06-26 00:00:00+09:00,293864.7959151024,297856.1683553754,286380.97258959047,292368.03125,5894020,0.0,0.0,0.0,2279.0,0.7794969888658099,239862.76015625,208816.818125,-1
2025-06-27 00:00:00+09:00,287378.7781690141,293864.757537412,280393.8773107394,283387.40625,5134863,0.0,0.0,0.0,2279.0,0.8041994632568469,243673.271875,210882.870625,-1
2025-06-30 00:00:00+09:00,287877.70574700343,293864.7637521404,285383.09824486304,291370.15625,4375298,0.0,0.0,0.0,2279.0,0.7821665847083473,247664.64296875,213120.5309375,-1
2025-07-01 00:00:00+09:00,290372.3242119089,293864.7748467601,284884.1875,284884.1875,3687981,0.0,0.0,0.0,2279.0,0.799974200042254,251705.90703125,215220.5034375,-1
2025-07-02 00:00:00+09:00,282888.5126008064,282888.5126008064,273907.9248991935,278398.21875,4702056,0.0,0.0,0.0,2279.0,0.8186115594534492,255273.19609375,217322.2346875,-1
2025-07-03 00:00:00+09:00,280393.8888016158,283387.4178635548,276402.5167190305,277899.28125,3642140,0.0,0.0,0.0,2279.0,0.8200812861944025,258316.6171875,219394.06625,-1
2025-07-04 00:00:00+09:00,278897.11824168207,280892.8042398336,268419.76675138634,269916.53125,3654933,0.0,0.0,0.0,2279.0,0.844335094796088,260611.65546875,221306.2428125,-1
2025-07-07 00:00:00+09:00,265426.2534594096,271413.3118081181,263929.48887223244,270415.46875,2523564,0.0,0.0,0.0,2279.0,0.8427772311009851,262707.1265625,223196.5246875,-1
2025-07-08 00:00:00+09:00,270415.4760638298,284385.27925531915,267920.8683510638,281391.75,3119395,0.0,0.0,0.0,2279.0,0.8099029200394112,265276.57265625,225362.110625,-1
2025-07-09 00:00:00+09:00,281890.6708741103,283387.4354982206,276901.4554604092,280393.90625,2626484,0.0,0.0,0.0,2279.0,0.8127851387640489,267322.1515625,227364.3090625,-1
2025-07-10 00:00:00+09:00,283387.41582491586,296359.375,282888.4943181818,296359.375,4556065,0.0,0.0,0.0,2279.0,0.768998787367533,270390.51875,229739.6034375,-1
2025-07-11 00:00:00+09:00,298853.9965513582,305838.89797325974,291370.1735993209,293864.78125,3732533,0.0,0.0,0.0,2279.0,0.77552675427995,273334.15625,231943.48875,-1
2025-07-14 00:00:00+09:00,291869.08359375,301847.5138020833,291869.08359375,299352.90625,2936976,0.0,0.0,0.0,1979.0,0.6610926296961581,275928.54765625,234304.94625,-1
2025-07-15 00:00:00+09:00,295361.5485762144,297856.15625,289374.49015912897,297856.15625,4196196,0.0,0.0,0.0,1979.0,0.6644146707979953,278398.21015625,236660.37375,-1
2025-07-16 00:00:00+09:00,297856.1387774493,298853.981788429,291869.0807115709,295361.53125,3123297,0.0,0.0,0.0,1979.0,0.6700263204976866,280867.87109375,239031.648125,-1
2025-07-17 00:00:00+09:00,282888.48944805196,288875.5474257885,267421.9230055659,268918.6875,9328322,0.0,0.0,0.0,1979.0,0.7359101810282337,282040.3359375,240704.7378125,-1
2025-07-18 00:00:00+09:00,269417.62430297397,274406.8395678439,266424.09514405206,268419.78125,5359504,0.0,0.0,0.0,1979.0,0.7372780019356342,282639.04140625,242272.2290625,-1
2025-07-21 00:00:00+09:00,266923.00372706424,273907.9047591743,265925.16072247707,271912.21875,2424891,0.0,0.0,0.0,1979.0,0.7278084115151593,283287.6390625,243919.5296875,-1
2025-07-22 00:00:00+09:00,272411.1689944134,272910.0905493482,266424.11033519555,267920.875,3139858,0.0,0.0,0.0,1979.0,0.7386509169918171,282788.71875,245490.9878125,-1
2025-07-23 00:00:00+09:00,266923.01667053904,270415.46735594794,263929.4875116171,268419.78125,3116279,0.0,0.0,0.0,1979.0,0.7372780019356342,281940.5515625,246974.8115625,-1
2025-07-24 00:00:00+09:00,276402.5099721707,278398.19596474955,268419.7660018553,268918.6875,3667144,0.0,0.0,0.0,1979.0,0.7359101810282337,280768.084375,248398.8903125,-1
2025-07-25 00:00:00+09:00,272411.1513157895,274406.837406015,264927.3284774436,265426.25,2171063,0.0,0.0,0.0,1979.0,0.7455931732449221,279870.0265625,249603.71375,-1
2025-07-28 00:00:00+09:00,260437.03196564887,264927.325620229,257942.424379771,261434.875,2877357,0.0,0.0,0.0,1979.0,0.756976283290437,278373.2625,250838.2746875,-1
2025-07-29 00:00:00+09:00,253951.0525892857,264428.4044642857,253951.0525892857,261933.796875,2944177,0.0,0.0,0.0,1979.0,0.7555344226710913,277225.74296875,252003.1303125,-1
