Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,SMA20,SMA50,Signal
2021-04-21 00:00:00+09:00,131113.53962264152,131113.53962264152,125412.95094339624,125888.0,5120577,0.0,0.0,0.0,131113.55,,0
2021-04-22 00:00:00+09:00,127788.20982142857,128738.30803571429,126363.0625,126363.0625,3007457,0.0,0.0,0.0,131113.55,,0
2021-04-23 00:00:00+09:00,123987.8037735849,125888.0,122087.60754716981,125888.0,4854412,0.0,0.0,0.0,130994.7859375,,0
2021-04-26 00:00:00+09:00,125887.99652447719,125887.99652447719,123987.80035052281,124937.8984375,2904879,0.0,0.0,0.0,130971.033203125,130552.994375,0
2021-04-27 00:00:00+09:00,126363.08449074074,129213.37962962964,125888.03530092593,128263.28125,3394650,0.0,0.0,0.0,130994.787890625,130610.0009375,0
2021-04-28 00:00:00+09:00,127788.20751201923,128263.25661057692,123512.765625,123512.765625,5596760,0.0,0.0,0.0,130876.026171875,130562.49625,0
2021-04-29 00:00:00+09:00,125412.96201923076,126363.06021634614,122562.6674278846,123512.765625,3738266,0.0,0.0,0.0,130377.223828125,130562.49625,0
2021-04-30 00:00:00+09:00,123512.7587890625,123987.80786132812,120187.41528320312,121612.5625,3955947,0.0,0.0,0.0,129759.660546875,130600.5003125,0
2021-05-03 00:00:00+09:00,121137.50608959126,125887.99652447719,120662.45704610266,124937.8984375,4085398,0.0,0.0,0.0,129213.3546875,130571.99703125,0
2021-05-04 00:00:00+09:00,123987.80593039774,125412.953125,122562.65873579546,125412.953125,2547004,0.0,0.0,0.0,128690.8015625,130486.48796875,0
2021-05-06 00:00:00+09:00,123512.76223352713,123987.8113190407,121612.56589147287,122562.6640625,4211535,0.0,0.0,0.0,128001.980078125,130305.9690625,0
2021-05-07 00:00:00+09:00,121612.5637065637,124462.85816843629,120662.46555260618,123037.7109375,3450323,0.0,0.0,0.0,127313.159375,130182.45640625,0
2021-05-10 00:00:00+09:00,124462.86382211538,124462.86382211538,122087.61832932691,123512.765625,3067077,0.0,0.0,0.0,126838.10859375,129830.91984375,0
2021-05-11 00:00:00+09:00,120662.47090955284,121137.52000762195,115911.97992886178,116862.078125,9882491,0.0,0.0,0.0,126149.287109375,129479.38390625,0
2021-05-12 00:00:00+09:00,116862.07805962343,117337.12715742677,113061.68527719665,113536.734375,8272196,0.0,0.0,0.0,125199.189453125,129004.33484375,0
2021-05-13 00:00:00+09:00,110211.37632978724,112586.62150930852,109736.32729388299,111636.5234375,6042025,0.0,0.0,0.0,124272.841796875,128443.7765625,0
2021-05-14 00:00:00+09:00,112586.640625,114011.78797468354,112111.59150843881,112586.640625,3227201,0.0,0.0,0.0,123370.2484375,127997.230625,0
2021-05-17 00:00:00+09:00,114011.76861702128,114011.76861702128,111161.47440159575,111636.5234375,3110127,0.0,0.0,0.0,122420.14921875,127569.68546875,0
2021-05-18 00:00:00+09:00,111636.53909478306,115911.981017562,111636.53909478306,114961.8828125,3470048,0.0,0.0,0.0,121612.566015625,127294.156875,0
2021-05-20 00:00:00+09:00,114961.88392857143,117812.17857142857,113536.73660714286,116387.03125,4600751,0.0,0.0,0.0,120852.487109375,127028.129375,0
2021-05-21 00:00:00+09:00,118287.22767857143,119237.32589285714,114961.88392857143,116387.03125,4062695,0.0,0.0,0.0,120377.438671875,126828.60875,0
2021-05-24 00:00:00+09:00,115911.97986401673,116387.02896182008,113061.68527719665,113536.734375,3188734,0.0,0.0,0.0,119736.122265625,126496.07390625,0
2021-05-25 00:00:00+09:00,115436.93083079268,116862.078125,114486.83263465446,116862.078125,3258364,0.0,0.0,0.0,119284.826171875,126173.03984375,0
2021-05-26 00:00:00+09:00,117812.1763211382,118287.22541920732,115911.97992886178,116862.078125,3015522,0.0,0.0,0.0,118881.03515625,125916.51328125,0
2021-05-27 00:00:00+09:00,118287.21439243028,119712.36155378487,116862.06723107569,119237.3125,4539067,0.0,0.0,0.0,118429.73671875,125631.48328125,0
2021-05-28 00:00:00+09:00,120187.428625,120187.428625,117812.183,118762.28125,2332971,0.0,0.0,0.0,118192.2125,125346.45328125,0
2021-05-31 00:00:00+09:00,119712.38607283463,120662.484375,117812.18946850393,120662.484375,2448074,0.0,0.0,0.0,118049.6984375,125061.42421875,0
2021-06-01 00:00:00+09:00,120662.48534776265,122562.68196741246,119712.38703793775,122087.6328125,2819179,0.0,0.0,0.0,118073.451953125,124880.9059375,0
2021-06-02 00:00:00+09:00,122087.60460069445,122562.65364583334,119237.31032986111,119712.359375,2885654,0.0,0.0,0.0,117812.175,124652.8821875,0
2021-06-03 00:00:00+09:00,120662.46772044574,123512.76223352713,120187.41863493217,122562.6640625,3353993,0.0,0.0,0.0,117669.660546875,124538.86984375,0
2021-06-04 00:00:00+09:00,121137.5345026751,122562.68196741246,120187.43619285019,122087.6328125,2555891,0.0,0.0,0.0,117645.908984375,124443.860625,0
2021-06-07 00:00:00+09:00,123037.7311223249,123512.78027723735,121612.58365758754,122087.6328125,2562918,0.0,0.0,0.0,117598.405078125,124358.35203125,0
2021-06-08 00:00:00+09:00,120662.48210784313,121137.53125,118762.28553921568,121137.53125,4194955,0.0,0.0,0.0,117479.643359375,124215.83703125,0
2021-06-09 00:00:00+09:00,119237.32589285714,119712.375,116387.03125,116387.03125,6087592,0.0,0.0,0.0,117455.891015625,124035.31859375,0
2021-06-10 00:00:00+09:00,116387.02902693089,117812.1763211382,114486.83263465446,116862.078125,4533076,0.0,0.0,0.0,117622.158203125,123816.79640625,0
2021-06-11 00:00:00+09:00,118287.21899414062,122087.61157226562,117812.169921875,121612.5625,4868608,0.0,0.0,0.0,118120.96015625,123731.28765625,0
2021-06-14 00:00:00+09:00,120662.484375,121137.53352608267,119237.33692175196,120662.484375,2022730,0.0,0.0,0.0,118524.75234375,123474.76109375,0
2021-06-15 00:00:00+09:00,122087.6328125,123037.7311223249,121612.58365758754,122087.6328125,1975082,0.0,0.0,0.0,119047.3078125,123237.2371875,0
2021-06-16 00:00:00+09:00,121612.5637065637,123037.7109375,120662.46555260618,123037.7109375,1893752,0.0,0.0,0.0,119451.09921875,122980.71109375,0
2021-06-17 00:00:00+09:00,120662.4631299407,121612.56126482213,119712.36499505928,120187.4140625,2123793,0.0,0.0,0.0,119641.118359375,122667.1790625,0
2021-06-18 00:00:00+09:00,121137.52117846387,121137.52117846387,118287.2265625,118287.2265625,2506112,0.0,0.0,0.0,119736.128125,122306.14171875,0
2021-06-21 00:00:00+09:00,114961.88614241804,116862.08260758196,114486.83702612705,115911.984375,3275288,0.0,0.0,0.0,119854.890625,121888.09890625,0
2021-06-22 00:00:00+09:00,116387.03349129099,117337.13172387295,115911.984375,115911.984375,2179712,0.0,0.0,0.0,119807.3859375,121546.06296875,0
2021-06-23 00:00:00+09:00,116387.01691658267,118287.2131111391,115911.96786794355,117812.1640625,2703658,0.0,0.0,0.0,119854.890234375,121289.53609375,0
2021-06-24 00:00:00+09:00,117812.16319444445,120187.40842013889,117337.11414930556,119712.359375,2646407,0.0,0.0,0.0,119878.642578125,121033.00953125,0
2021-06-25 00:00:00+09:00,121612.58365758754,122562.68196741246,121137.5345026751,122087.6328125,2531018,0.0,0.0,0.0,120044.91015625,120871.49265625,0
2021-06-28 00:00:00+09:00,122562.65364583334,123037.70269097222,119712.359375,119712.359375,2402730,0.0,0.0,0.0,119997.40390625,120652.9696875,0
2021-06-29 00:00:00+09:00,121137.52687500001,121612.576,118762.28125,118762.28125,2211572,0.0,0.0,0.0,119831.136328125,120415.44515625,0
2021-06-30 00:00:00+09:00,120187.43296568627,123037.72781862745,119712.38382352941,121137.53125,4346027,0.0,0.0,0.0,119902.394921875,120215.92484375,0
2021-07-01 00:00:00+09:00,121137.52117846387,121612.5702811245,117812.17745983937,118287.2265625,3336174,0.0,0.0,0.0,119688.623046875,119949.8971875,0
2021-07-02 00:00:00+09:00,116387.03125,117337.12946428571,115436.93303571429,116387.03125,3983921,0.0,0.0,0.0,119403.59296875,119759.8778125,0
2021-07-05 00:00:00+09:00,117337.1272230691,118287.22541920732,116387.02902693089,116862.078125,1632551,0.0,0.0,0.0,119142.315234375,119569.858125,0
2021-07-06 00:00:00+09:00,117812.183,119712.37950000001,117337.133875,118762.28125,2067135,0.0,0.0,0.0,119023.552734375,119427.34375,0
2021-07-07 00:00:00+09:00,118762.28017459514,119237.32929529352,116387.03457110324,117337.1328125,2229140,0.0,0.0,0.0,119071.0578125,119275.3284375,0
2021-07-08 00:00:00+09:00,117337.11811985596,117337.11811985596,114961.872813786,115436.921875,3165552,0.0,0.0,0.0,118999.8,119018.80125,0
2021-07-09 00:00:00+09:00,114486.83257060668,114486.83257060668,112111.58708158995,113536.734375,4823577,0.0,0.0,0.0,118596.00859375,118819.280625,0
2021-07-12 00:00:00+09:00,114961.87154947917,115911.96966145834,113536.72438151042,114011.7734375,2477201,0.0,0.0,0.0,118263.473046875,118629.26078125,0
2021-07-13 00:00:00+09:00,114961.88173272357,117337.1272230691,114961.88173272357,116862.078125,2879072,0.0,0.0,0.0,118002.1953125,118534.25109375,0
2021-07-14 00:00:00+09:00,116387.03457110324,117812.18193319839,115436.93632970648,117337.1328125,2443087,0.0,0.0,0.0,117717.16640625,118382.23578125,0
2021-07-15 00:00:00+09:00,117337.1328125,117812.18193319839,116387.03457110324,117337.1328125,1500981,0.0,0.0,0.0,117574.65234375,118220.719375,0
2021-07-16 00:00:00+09:00,115911.97093621398,116387.01999742798,114486.82375257202,115436.921875,2905546,0.0,0.0,0.0,117432.137109375,118078.20453125,0
2021-07-19 00:00:00+09:00,113061.6796875,114011.77783613445,112586.63061318277,113061.6796875,2066638,0.0,0.0,0.0,117289.621875,117878.68390625,0
2021-07-20 00:00:00+09:00,111636.54239187764,113536.73885812236,111636.54239187764,112586.640625,2070074,0.0,0.0,0.0,117123.3546875,117660.16140625,0
2021-07-21 00:00:00+09:00,113536.7297676282,114011.77884615384,110686.43529647436,111161.484375,2864601,0.0,0.0,0.0,116790.820703125,117546.14953125,0
2021-07-22 00:00:00+09:00,112111.58708158995,114011.78347280333,112111.58708158995,113536.734375,1919233,0.0,0.0,0.0,116482.039453125,117546.14953125,0
2021-07-23 00:00:00+09:00,112586.640625,113061.68974156117,111636.54239187764,112586.640625,1747651,0.0,0.0,0.0,116006.98984375,117565.151875,0
2021-07-26 00:00:00+09:00,113536.7297676282,114011.77884615384,111161.484375,111161.484375,1836657,0.0,0.0,0.0,115579.44609375,117536.64875,0
2021-07-27 00:00:00+09:00,112111.59496228448,113061.69322467672,110211.3984375,110211.3984375,2916330,0.0,0.0,0.0,115151.901953125,117508.14625,0
2021-07-28 00:00:00+09:00,109261.30927905702,109736.35844983553,106886.06342516448,108311.2109375,6033084,0.0,0.0,0.0,114510.5859375,117375.1328125,0
2021-07-29 00:00:00+09:00,109261.30927905702,109736.35844983553,107361.11259594298,108311.2109375,3054699,0.0,0.0,0.0,114011.78515625,117213.61640625,0
2021-07-30 00:00:00+09:00,108311.18625,108311.18625,106886.0390625,106886.0390625,2888566,0.0,0.0,0.0,113536.735546875,117023.5965625,0
2021-08-02 00:00:00+09:00,107836.1527815194,111161.49669989225,107361.10365032328,110211.3984375,4276730,0.0,0.0,0.0,113204.2015625,116957.08984375,0
2021-08-03 00:00:00+09:00,112111.57721354168,114486.82249348958,111161.47910156251,114011.7734375,4396423,0.0,0.0,0.0,112966.676171875,116900.08375,0
2021-08-04 00:00:00+09:00,115911.981017562,116862.07922262397,114486.83370996901,114961.8828125,4162635,0.0,0.0,0.0,112847.913671875,116862.07984375,0
2021-08-05 00:00:00+09:00,114961.87154947917,115436.92060546875,112111.57721354168,114011.7734375,3491584,0.0,0.0,0.0,112776.65625,116757.5690625,0
2021-08-06 00:00:00+09:00,113061.68412341102,113536.73321636653,111636.53684454449,112111.5859375,2209875,0.0,0.0,0.0,112705.398828125,116624.55515625,0
2021-08-09 00:00:00+09:00,111636.54583108836,112111.59496228448,110211.3984375,110211.3984375,2755724,0.0,0.0,0.0,112515.380078125,116415.5334375,0
2021-08-10 00:00:00+09:00,109261.284375,109736.3334375,106410.99,106886.0390625,5420223,0.0,0.0,0.0,112016.578125,116111.5015625,0
2021-08-11 00:00:00+09:00,103560.70305094786,104510.80124407583,99760.31027843602,100235.359375,13715267,0.0,0.0,0.0,111161.489453125,115721.9615625,0
2021-08-12 00:00:00+09:00,96910.00652985074,98810.2027363184,94819.79070273631,95484.859375,19150647,0.0,0.0,0.0,110068.87578125,115180.40546875,0
2021-08-13 00:00:00+09:00,94629.77447660099,96434.9609375,93964.70578048029,96434.9609375,11622957,0.0,0.0,0.0,109118.777734375,114667.35203125,0
2021-08-17 00:00:00+09:00,95959.91186884236,98335.15721213054,95484.86280018472,96434.9609375,7851717,0.0,0.0,0.0,108287.441796875,114154.29859375,0
2021-08-18 00:00:00+09:00,97860.12049278847,100235.36613581731,96434.97310697116,98810.21875,8047599,0.0,0.0,0.0,107598.620703125,113707.75234375,0
2021-08-19 00:00:00+09:00,97860.1194359756,100235.36505335366,96434.97206554878,97385.0703125,6161038,0.0,0.0,0.0,106909.8,113327.713125,0
2021-08-20 00:00:00+09:00,98810.21768292683,99285.26680640243,96910.02118902438,97385.0703125,4719139,0.0,0.0,0.0,106102.216796875,112938.17296875,0
2021-08-23 00:00:00+09:00,99285.25659890777,99760.30567354368,97860.109375,97860.109375,4515699,0.0,0.0,0.0,105365.890234375,112463.12390625,0
2021-08-24 00:00:00+09:00,99285.26339285714,100235.36160714286,98810.21428571429,99760.3125,4454743,0.0,0.0,0.0,104795.831640625,112045.08046875,0
2021-08-25 00:00:00+09:00,100710.41757246378,100710.41757246378,97385.0735960145,98335.171875,3194555,0.0,0.0,0.0,104202.0203125,111570.03125,0
2021-08-26 00:00:00+09:00,100710.41526442308,101185.46439302886,98335.16962139423,98810.21875,3694741,0.0,0.0,0.0,103726.970703125,111085.48140625,0
2021-08-27 00:00:00+09:00,98335.171875,99285.2701539855,95959.92617753624,98335.171875,3507782,0.0,0.0,0.0,103228.16875,110648.4365625,0
2021-08-30 00:00:00+09:00,99760.31929347826,100235.36843297101,98335.171875,98335.171875,1815758,0.0,0.0,0.0,102800.625390625,110249.39546875,0
2021-08-31 00:00:00+09:00,98335.15867077465,101185.453125,96910.01144366196,101185.453125,4979276,0.0,0.0,0.0,102349.328125,109954.86484375,0
2021-09-01 00:00:00+09:00,100710.4129050926,102610.609375,99285.26555266204,102610.609375,4736183,0.0,0.0,0.0,101779.269921875,109688.83734375,0
2021-09-02 00:00:00+09:00,102610.60035211267,103085.6494278169,100710.40404929577,101185.453125,2724565,0.0,0.0,0.0,101090.4484375,109356.303125,0
2021-09-03 00:00:00+09:00,101185.45093457944,102135.54906542056,100710.40186915887,101660.5,2513486,0.0,0.0,0.0,100472.884765625,108995.2659375,0
2021-09-06 00:00:00+09:00,101185.45533608491,101660.5044221698,99760.30807783018,100710.40625,1888595,0.0,0.0,0.0,99902.82578125,108567.72140625,0
2021-09-07 00:00:00+09:00,100235.35597338516,100710.40505382775,98810.2087320574,99285.2578125,2547667,0.0,0.0,0.0,99356.51875,108159.179375,0
2021-09-08 00:00:00+09:00,98810.20990566038,102135.55350825471,98335.16081957547,100710.40625,2891267,0.0,0.0,0.0,99047.737109375,107798.141875,0
2021-09-09 00:00:00+09:00,99760.30567354368,100710.40382281554,97860.109375,97860.109375,3233011,0.0,0.0,0.0,98928.974609375,107332.5934375,0
2021-09-10 00:00:00+09:00,98335.16517857143,100235.36160714286,97860.11607142857,99760.3125,1999369,0.0,0.0,0.0,99142.747265625,106962.05515625,0
2021-09-13 00:00:00+09:00,99760.30589788732,101660.50220070423,98810.20774647887,101185.453125,1923344,0.0,0.0,0.0,99380.271875,106658.02359375,0
2021-09-14 00:00:00+09:00,102135.5546875,103085.65287063953,101185.45650436047,102135.5546875,2463248,0.0,0.0,0.0,99665.3015625,106363.493125,0
2021-09-15 00:00:00+09:00,102135.5546875,102135.5546875,100235.35832122093,102135.5546875,2933797,0.0,0.0,0.0,99831.568359375,106030.95859375,0
2021-09-16 00:00:00+09:00,101660.51352163462,102135.56265024039,98810.21875,98810.21875,3602821,0.0,0.0,0.0,99902.82578125,105660.4203125,0
2021-09-17 00:00:00+09:00,99285.2546728972,102135.54906542056,98810.20560747663,101660.5,3386517,0.0,0.0,0.0,100116.597265625,105384.891875,0
2021-09-23 00:00:00+09:00,100235.359375,101660.50666469194,99760.31027843602,100235.359375,2493313,0.0,0.0,0.0,100235.359765625,105118.864375,0
2021-09-24 00:00:00+09:00,100710.41526442308,101185.46439302886,98810.21875,98810.21875,2236954,0.0,0.0,0.0,100187.855078125,104814.83328125,0
2021-09-27 00:00:00+09:00,98810.2087320574,100235.35597338516,98335.15965161483,99285.2578125,1839358,0.0,0.0,0.0,100235.359375,104463.296875,0
2021-09-28 00:00:00+09:00,99760.31929347826,100235.36843297101,97860.12273550725,98335.171875,2951945,0.0,0.0,0.0,100211.60703125,104083.25765625,0
2021-09-29 00:00:00+09:00,95959.934296875,96910.03265625,94724.8064296875,95009.8359375,6353977,0.0,0.0,0.0,100045.340234375,103636.71171875,0
2021-09-30 00:00:00+09:00,94914.80511225728,98335.15844963593,94629.77566747573,97860.109375,3910557,0.0,0.0,0.0,100021.587109375,103285.17546875,0
2021-10-01 00:00:00+09:00,96910.03265625,97385.0818359375,95009.8359375,95009.8359375,2681124,0.0,0.0,0.0,99712.80625,102924.13859375,0
2021-10-05 00:00:00+09:00,93964.71542230592,94534.77436318947,92349.54842313584,93014.6171875,3244145,0.0,0.0,0.0,99233.006640625,102532.698125,0
2021-10-06 00:00:00+09:00,93489.6472150259,93774.67662726683,91019.39230893782,91684.4609375,2816951,0.0,0.0,0.0,98757.95703125,102143.15765625,0
2021-10-07 00:00:00+09:00,91494.46522335423,91969.5143678161,90259.3374477534,90924.40625,3834957,0.0,0.0,0.0,98221.15234375,101690.91109375,0
2021-10-08 00:00:00+09:00,91399.45049867021,91494.4603224734,88834.18525598403,89309.234375,4098832,0.0,0.0,0.0,97651.09375,101225.36296875,0
2021-10-12 00:00:00+09:00,87789.07274590163,88264.12184084699,86268.9156420765,86933.984375,4728215,0.0,0.0,0.0,97033.530078125,100740.81296875,0
2021-10-13 00:00:00+09:00,86363.93870584239,88834.19437839674,85983.89937160326,87409.046875,3045438,0.0,0.0,0.0,96368.462109375,100284.7659375,0
2021-10-14 00:00:00+09:00,87789.08115671642,89784.28754664179,87504.05167244136,89119.21875,2414639,0.0,0.0,0.0,95931.417578125,99900.92609375,0
2021-10-15 00:00:00+09:00,91209.42073170732,93584.6660632622,90924.39129192074,93489.65625,4229748,0.0,0.0,0.0,95617.884765625,99604.495,0
2021-10-18 00:00:00+09:00,93394.64904093718,93394.64904093718,91874.49198635427,92254.53125,2111399,0.0,0.0,0.0,95171.338671875,99311.86484375,0
2021-10-19 00:00:00+09:00,93679.67424193962,93679.67424193962,92254.5270678736,92824.5859375,1400175,0.0,0.0,0.0,94705.790234375,98964.12859375,0
2021-10-20 00:00:00+09:00,93299.64665794178,93679.68595186414,92349.54842313584,93014.6171875,2010529,0.0,0.0,0.0,94249.743359375,98544.18546875,0
2021-10-21 00:00:00+09:00,92444.55918191848,93394.65742633697,91304.4412886163,91494.4609375,2152221,0.0,0.0,0.0,93883.95546875,98074.83703125,0
2021-10-22 00:00:00+09:00,90734.38487468274,94249.74847715737,90734.38487468274,93584.6796875,1962833,0.0,0.0,0.0,93480.164453125,97666.29515625,0
2021-10-25 00:00:00+09:00,94534.7867578125,96434.9834765625,93394.6687265625,95009.8359375,2950459,0.0,0.0,0.0,93218.88828125,97324.26015625,0
2021-10-26 00:00:00+09:00,96434.96652879902,98335.16291360294,95959.91743259804,96910.015625,3458645,0.0,0.0,0.0,93123.878125,97058.2325,0
2021-10-27 00:00:00+09:00,97860.1081434729,98810.20628078817,96434.9609375,96434.9609375,2859255,0.0,0.0,0.0,92981.36328125,96849.2109375,0
2021-10-28 00:00:00+09:00,96910.01144366196,102135.55127640844,96434.96236795775,101185.453125,6329703,0.0,0.0,0.0,93123.87734375,96868.2128125,0
2021-10-29 00:00:00+09:00,101660.50197208738,103085.64919599515,97860.109375,97860.109375,4007223,0.0,0.0,0.0,93266.391015625,96915.7178125,0
2021-11-01 00:00:00+09:00,98335.15867077465,101660.50220070423,97385.06051936619,101185.453125,3118661,0.0,0.0,0.0,93432.658203125,97010.72765625,0
2021-11-02 00:00:00+09:00,101660.50559593023,103085.65287063953,101185.45650436047,102135.5546875,2892292,0.0,0.0,0.0,93788.944140625,97124.73953125,0
2021-11-03 00:00:00+09:00,103085.65395438389,103560.70305094786,99285.26118187203,100235.359375,3116506,0.0,0.0,0.0,94149.98125,97153.24234375,0
2021-11-04 00:00:00+09:00,101660.5044221698,102610.60259433962,100235.35716391509,100710.40625,2059242,0.0,0.0,0.0,94601.278515625,97219.7490625,0
2021-11-05 00:00:00+09:00,102610.59813084113,103085.64719626168,100235.35280373832,101660.5,2523345,0.0,0.0,0.0,95138.083203125,97305.25765625,0
2021-11-08 00:00:00+09:00,101660.50559593023,102610.60377906976,98810.21104651163,102135.5546875,2212348,0.0,0.0,0.0,95779.39921875,97390.7665625,0
